Year,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2018,Lauri Markkanen,PF,20,CHI,21,640,14.2,0.524,0.547,0.206,3.5,25.9,14.1,7.7,0.9,1.6,8.8,21.9,0.2,0.5,0.7,0.054,-1.2,-1.3,-2.5,-0.1
2018,Jarell Martin,PF,23,MEM,21,379,7,0.447,0.313,0.188,6.4,15.7,11,4,1.6,3.9,15.5,15,-0.4,0.5,0.1,0.008,-5,1.3,-3.7,-0.2
2018,Frank Mason,PG,23,SAC,16,280,13.8,0.53,0.216,0.314,2.7,8.7,5.6,29.8,0.7,0,17.1,22.5,0.2,0,0.2,0.031,-0.8,-4.3,-5.1,-0.2
2018,Mangok Mathiang,C,25,CHO,1,3,-9.7,0,0,0,35.7,35.4,35.6,0,0,0,0,28.9,0,0,0,-0.476,-22.5,-12.1,-34.6,0
2018,Wesley Matthews,SG,31,DAL,23,793,9.9,0.526,0.59,0.142,1.2,8.9,4.9,13.1,1.7,0.4,12.4,16.4,0.2,0.6,0.8,0.048,-0.5,0.1,-0.4,0.3
2018,Luc Mbah a Moute,PF,31,HOU,19,504,10.8,0.615,0.505,0.225,2.2,12.4,7.3,5.4,2.7,1.7,18.1,12.8,0.3,0.8,1.1,0.101,-1.2,2.5,1.4,0.4
2018,James Michael McAdoo,PF,25,PHI,1,7,6.3,0.512,1,0.5,0,0,0,0,0,0,17,34.7,0,0,0,-0.068,-2.9,-9.6,-12.5,0
2018,Patrick McCaw,SG,22,GSW,21,281,11.9,0.61,0.446,0.108,2.2,4.7,3.5,12.9,2,1.1,11.7,11.8,0.4,0.2,0.7,0.117,0.6,-1.4,-0.8,0.1
2018,C.J. McCollum,SG,26,POR,22,801,16.7,0.554,0.332,0.168,1.9,10.8,6.5,12.8,1.4,0.8,9.7,25.1,1.2,1.1,2.2,0.134,1.5,-0.5,1,0.6
2018,T.J. McConnell,PG,25,PHI,20,487,13.9,0.581,0.138,0.103,2.6,12.4,7.6,30.9,2.3,0.7,24.3,13.6,0.6,0.6,1.2,0.117,-0.9,0.7,-0.2,0.2
2018,Chris McCullough,PF,22,WAS,5,36,18.1,0.571,0.214,0.429,6.3,15.2,10.8,4.5,0,4.7,0,20.3,0.1,0,0.1,0.192,0.1,-1.4,-1.3,0
2018,Doug McDermott,SF,26,NYK,21,480,10.9,0.584,0.412,0.103,4.2,10.2,7.3,6.3,0.3,1.2,9.5,14.3,0.6,0.2,0.8,0.084,0.6,-1,-0.3,0.2
2018,JaVale McGee,C,30,GSW,20,156,18.9,0.576,0.038,0.308,10.1,16.9,13.8,10.4,2.4,6.6,13.2,18.7,0.3,0.3,0.6,0.176,-0.8,2.9,2.1,0.2
2018,Alfonzo McKinnie,SF,25,TOR,7,25,14.2,0.751,0.5,0.5,0,22.4,11.6,5.7,0,3.3,12,14.7,0.1,0,0.1,0.178,0.7,-0.6,0.1,0
2018,Ben McLemore,SG,24,MEM,11,218,8.1,0.5,0.4,0.12,3.2,9.7,6.4,9.1,1.4,1.7,14.1,19.5,-0.1,0.2,0,0.004,-3,-1.2,-4.2,-0.1
2018,Jodie Meeks,SG,30,WAS,22,376,12.7,0.557,0.533,0.385,0.9,6.4,3.7,3.9,1.7,0,6,19.6,0.5,0.3,0.8,0.108,0.5,-2.5,-1.9,0
2018,Salah Mejri,C,31,DAL,19,235,19,0.65,0.056,0.639,12.5,27.7,19.8,5.8,1.5,11.1,17.8,10.7,0.5,0.5,1,0.201,-2.3,7.4,5.1,0.4
2018,Jordan Mickey,PF,23,MIA,4,37,14.5,0.568,0.091,0.273,12.1,38.6,25.4,0,0,4.4,19.6,18.5,0,0.1,0.1,0.087,-8.8,-3.9,-12.8,-0.1
2018,Khris Middleton,SF,26,MIL,21,768,16.2,0.556,0.324,0.226,2,15.7,8.8,19.1,1.8,0.1,12.8,25.4,0.8,0.6,1.4,0.086,1,-1.9,-0.9,0.2
2018,C.J. Miles,SF,30,TOR,18,342,15.4,0.585,0.777,0.142,1.8,10.5,6.3,5.1,1.6,2.2,6.5,21.7,0.6,0.3,0.9,0.132,3.2,-1.7,1.5,0.3
2018,Darius Miller,SF,27,NOP,23,429,13,0.7,0.788,0.136,0.8,8.2,4.6,8.2,0.9,0.4,9.4,14,0.9,0.2,1.1,0.121,2.5,-2.5,0,0.2
2018,Patty Mills,PG,29,SAS,22,575,11.7,0.505,0.588,0.123,1.2,8.2,4.7,20.7,1.8,0.7,12.4,17.5,0.4,0.7,1.1,0.089,0,-0.9,-0.9,0.2
2018,Paul Millsap,PF,32,DEN,16,475,17.6,0.531,0.287,0.322,5.5,17.8,11.6,15.9,1.8,3.7,12.5,23.7,0.6,0.5,1.1,0.111,0.2,0.9,1.2,0.4
2018,Donovan Mitchell,SG,21,UTA,23,667,14.9,0.512,0.422,0.179,2.3,10.4,6.2,19.5,2.3,1.5,12.4,28.4,0,0.8,0.8,0.061,0.1,-0.6,-0.4,0.3
2018,Malik Monk,SG,19,CHO,19,335,8.6,0.458,0.574,0.108,0.6,8.6,4.6,17.1,0.7,0.8,9.9,22.3,-0.2,0.2,0,-0.004,-1.8,-2.5,-4.3,-0.2
2018,Greg Monroe,C,27,TOT,13,249,18.1,0.571,0,0.141,11.4,24.4,17.8,15.4,0.9,0.9,16.6,21.6,0.3,0.2,0.5,0.088,-0.8,-1.1,-1.9,0
2018,E'Twaun Moore,SG,28,NOP,23,707,12.4,0.605,0.39,0.078,2.6,5.7,4.2,9.7,1.6,0.5,10,15.4,0.9,0.3,1.3,0.086,0.9,-1.2,-0.3,0.3
2018,Eric Moreland,PF,26,DET,19,193,9.5,0.485,0,0.316,11.5,22.5,16.8,9.9,1,5.8,31.6,7.2,0.1,0.3,0.4,0.098,-3.4,5.1,1.7,0.2
2018,Marcus Morris,SF,28,BOS,14,338,16.8,0.548,0.347,0.3,2,22.9,12.7,10.1,1.3,1,8.1,24.3,0.4,0.6,1,0.149,-0.9,0.1,-0.7,0.1
2018,Markieff Morris,PF,28,WAS,15,344,11.5,0.522,0.321,0.095,4.6,17.2,11,8.7,1.1,1.7,13.4,21,0,0.4,0.4,0.054,-1.8,-0.1,-1.9,0
2018,Timofey Mozgov,C,31,BRK,16,242,11.7,0.617,0.254,0.254,10,20.8,15.3,1.8,0.6,2.6,24.2,14.8,0.1,0.2,0.2,0.046,-3.6,-0.9,-4.6,-0.2
2018,Emmanuel Mudiay,PG,21,DEN,22,482,12.1,0.508,0.306,0.321,2.9,12,7.4,22.4,1.2,0.5,18.2,23.9,0,0.3,0.3,0.031,-1.9,-2.3,-4.2,-0.3
2018,Shabazz Muhammad,SF,25,MIN,22,250,9,0.44,0.209,0.198,5.5,12.2,8.8,4.1,1,0.7,2.9,17.8,0,0.1,0.1,0.019,-3.2,-3.2,-6.3,-0.3
2018,Dejounte Murray,PG,21,SAS,22,422,12.8,0.477,0.058,0.319,6.6,19.1,12.8,19.4,2.2,1,18.6,20.5,-0.2,0.7,0.6,0.064,-3.3,1.8,-1.5,0.1
2018,Jamal Murray,PG,20,DEN,22,599,13.3,0.524,0.381,0.215,4.9,7.4,6.1,14,1.3,0.6,13.7,24.5,0.4,0.3,0.7,0.055,0,-2.9,-3,-0.1
2018,Mike Muscala,C,26,ATL,9,202,10.7,0.524,0.373,0.235,6.1,16.4,11.2,6.3,1.7,2.3,12.4,14,0.1,0.1,0.3,0.061,-1.9,0.4,-1.5,0
2018,Abdel Nader,SF,24,BOS,11,77,2.9,0.421,0.368,0,2.9,9.8,6.4,5.7,1.3,2.2,24,14.4,-0.2,0.1,-0.1,-0.035,-7,1.4,-5.6,-0.1
2018,Larry Nance,PF,25,LAL,11,261,17.4,0.615,0.029,0.314,10.1,21.1,15.7,6.7,3.4,2.1,16.7,15.2,0.4,0.5,0.9,0.166,-1,3.1,2.1,0.3
2018,Shabazz Napier,PG,26,POR,19,317,18.2,0.6,0.33,0.34,1.7,10.8,6.3,14.5,3.3,0.5,9.9,18,0.7,0.6,1.3,0.199,1.5,1.2,2.6,0.4
2018,Jameer Nelson,PG,35,NOP,21,525,10.7,0.579,0.509,0.136,1.3,10,5.8,22.3,1.6,0.5,22.6,12.5,0.4,0.3,0.8,0.069,-1.1,-0.9,-2,0
2018,Raul Neto,PG,25,UTA,14,196,12.8,0.56,0.322,0.169,1.1,9.7,5.3,21.6,1.5,0.9,15.9,17.4,0.2,0.2,0.4,0.091,-1.4,-1.2,-2.6,0
2018,Joakim Noah,C,32,NYK,1,3,40.4,1,0,0,0,36.2,18.8,0,0,31.3,0,14.5,0,0,0,0.412,1.2,11.8,13,0
2018,Nerlens Noel,C,23,DAL,18,225,15.6,0.587,0,0.358,12.1,23.9,17.7,4.2,2.2,4.1,19.6,15.2,0.2,0.4,0.6,0.131,-3.5,2.9,-0.6,0.1
2018,Lucas Nogueira,C,25,TOR,17,204,17.1,0.648,0.213,0.191,5.3,20.3,13,4.1,2.6,8,15,13,0.3,0.4,0.7,0.168,-0.7,5.3,4.6,0.3
2018,Dirk Nowitzki,C,39,DAL,23,572,15.5,0.567,0.373,0.111,2,24.2,12.6,12.3,1,1.1,8.4,19.5,0.7,0.6,1.3,0.11,-0.4,0.5,0.1,0.3
2018,Frank Ntilikina,PG,19,NYK,18,342,6.5,0.404,0.323,0.141,2.1,8.2,5.3,23.9,3.6,0.8,25.5,18,-0.7,0.4,-0.2,-0.034,-4,1.1,-3,-0.1
2018,Jusuf Nurkic,C,23,POR,23,644,15,0.49,0.016,0.307,7.2,22.5,14.9,13,1.4,3.4,16.7,28.8,-0.7,1.3,0.5,0.041,-4.8,2.2,-2.6,-0.1
2018,David Nwaba,SG,25,CHI,9,191,15.9,0.595,0.133,0.444,2.6,28.3,14.8,10.8,1.6,2.8,8.5,13.5,0.3,0.2,0.5,0.134,-2.9,1.9,-0.9,0.1
2018,Johnny O'Bryant,PF,24,CHO,8,75,19.7,0.56,0.206,0.235,8.6,15.6,12.1,7,1.3,2.3,7.4,23.4,0.2,0.1,0.2,0.151,-0.1,-1,-1.1,0
2018,Royce O'Neale,SF,24,UTA,14,128,9.2,0.436,0.469,0.25,1.7,19.5,10.3,13.5,2.7,0,10.1,14,0,0.2,0.2,0.06,-3.2,1,-2.3,0
2018,Kyle O'Quinn,C,27,NYK,21,352,18.2,0.596,0.031,0.34,11.4,31.4,21.8,18.8,1.4,5.6,24.9,18.4,0.4,0.6,1,0.143,-0.6,5.2,4.6,0.6
2018,Semi Ojeleye,PF,23,BOS,23,318,5.8,0.492,0.797,0.271,3.9,11.8,8,1.8,1.3,0,9.6,10.2,0,0.5,0.5,0.071,-2.5,0,-2.5,0
2018,Jahlil Okafor,C,22,PHI,2,25,9,0.465,0,0.444,16.9,20.4,18.7,5.9,0,6.8,21.8,22.7,0,0,0,-0.001,-6.8,0.9,-5.9,0
2018,Victor Oladipo,SG,25,IND,22,734,22.6,0.586,0.308,0.287,2.2,14.6,8.4,19.4,2.7,2.8,13.9,30.3,1.2,0.9,2.1,0.138,3.1,0.6,3.7,1.1
2018,Kelly Olynyk,PF,26,MIA,22,431,16.3,0.659,0.422,0.319,5.4,24,14.8,14.9,1.4,1.9,22.6,20.7,0.5,0.6,1.2,0.131,0.1,1.8,1.9,0.4
2018,Cedi Osman,SF,22,CLE,15,80,11.1,0.609,0.389,0.111,4.4,24.6,14.9,5.2,1.2,1.1,13.7,12.1,0.1,0.1,0.2,0.093,-2.1,-1.1,-3.3,0
2018,Kelly Oubre,SF,22,WAS,22,613,13.3,0.551,0.442,0.284,3.9,18.1,11.1,5.6,1.5,1.4,9.3,18.4,0.7,0.8,1.4,0.112,0,0.2,0.2,0.3
2018,Zaza Pachulia,C,33,GSW,23,336,15.5,0.6,0,0.302,9.4,26.3,18.6,14.2,2.7,1.4,24.1,16.4,0.4,0.6,1,0.14,-1.3,2.3,1,0.3
2018,Marcus Paige,PG,24,CHO,1,3,-19.5,0,0,0,0,70.9,35.6,0,0,0,0,28.9,0,0,0,-0.608,-33.9,-10.4,-44.2,0
2018,Georgios Papagiannis,C,20,SAC,4,25,20.1,0.714,0,0,4.4,19.4,11.5,6.9,2,3.8,12.5,14.4,0.1,0,0.1,0.145,-0.7,0.6,-0.2,0
